ID_Cliente,Nombre_Cliente,Fecha_Registro,Antiguedad_Dias,Segmento,Puntaje_Fidelidad,Canal_Preferido,Region,Estado,Fecha_Actualizacion,ID_Pedido,Fecha_Pedido,Modo_Envio,Prioridad,Estado_Pedido,Ventas,Etiqueta_Ventas,Ganancia,Etiqueta_Ganancia,Margen_Rentabilidad_%,Nombre_Producto,Cantidad,Categoria,Subcategoria,Marca
C0121,Sebastián Muñoz,2023-11-28,102,Consumidor,89,Teléfono,Austral,Aysén,2024-10-21,ORD-2023-00131,2024-03-09,Primera Clase,Alta,Completado,1552.98,Normal,427.21,Normal,27.51,Sobres Smart 3,3,Oficina,Sobres,Patagonia
C0121,Sebastián Muñoz,2023-11-28,102,Consumidor,89,Teléfono,Austral,Aysén,2024-10-21,ORD-2023-00131,2024-03-09,Primera Clase,Baja,Completado,1122.85,Normal,530.5,Normal,47.25,Etiquetas Eco 6,5,Oficina,Etiquetas,Vector
C0028,Benjamín Muñoz,2024-08-31,99,Home Office,17,Web,Austral,Magallanes,2024-06-08,ORD-2023-00132,2024-12-08,Mismo Día,Crítica,Completado,1470.96,Normal,489.79,Normal,33.3,Sobres Flex 6,2,Oficina,Sobres,Patagonia
C0028,Benjamín Muñoz,2024-08-31,99,Home Office,17,Web,Austral,Magallanes,2024-06-08,ORD-2023-00132,2024-12-08,Mismo Día,Media,Completado,63.38,Normal,22.5,Normal,35.5,Accesorios Smart 2,7,Tecnología,Accesorios,Vector
C0028,Benjamín Muñoz,2024-08-31,99,Home Office,17,Web,Austral,Magallanes,2024-06-08,ORD-2023-00132,2024-12-08,Mismo Día,Alta,Completado,948.44,Normal,192.8,Normal,20.33,Periféricos Nova 9,4,Tecnología,Periféricos,Vector
C0209,Benjamín Castillo,2022-11-14,856,Consumidor,84,Web,Norte,Tarapacá,2024-03-12,ORD-2023-00133,2025-03-19,Mismo Día,Baja,Enviado,2977.15,Normal,778.84,Normal,26.16,Sobres Plus 9,6,Oficina,Sobres,Andes
C0209,Benjamín Castillo,2022-11-14,856,Consumidor,84,Web,Norte,Tarapacá,2024-03-12,ORD-2023-00133,2025-03-19,Mismo Día,Alta,Enviado,606.34,Normal,250.76,Normal,41.36,Etiquetas Eco 6,3,Oficina,Etiquetas,Vector
C0209,Benjamín Castillo,2022-11-14,856,Consumidor,84,Web,Norte,Tarapacá,2024-03-12,ORD-2023-00133,2025-03-19,Mismo Día,Baja,Enviado,346.58,Normal,-30.59,Normal,-8.83,Mesas Eco 4,6,Muebles,Mesas,Altura
C0209,Benjamín Castillo,2022-11-14,856,Consumidor,84,Web,Norte,Tarapacá,2024-03-12,ORD-2023-00133,2025-03-19,Mismo Día,Media,Enviado,111.07,Normal,-1.6,Normal,-1.44,Papelería Pro 3,3,Oficina,Papelería,Altura
C0002,Valentina Muñoz,2023-07-30,200,Home Office,58,Web,Austral,Aysén,2024-06-21,ORD-2023-00134,2024-02-15,Estándar,Alta,Completado,1736.62,Normal,166.45,Normal,9.58,Periféricos Eco 2,3,Tecnología,Periféricos,Vector
C0002,Valentina Muñoz,2023-07-30,200,Home Office,58,Web,Austral,Aysén,2024-06-21,ORD-2023-00134,2024-02-15,Estándar,Alta,Completado,1880.56,Normal,434.8,Normal,23.12,Mesas Nova 8,8,Muebles,Mesas,Andes
C0145,Constanza López,2021-01-17,917,Corporativo,87,Web,Centro,Metropolitana,2024-06-02,ORD-2023-00135,2023-07-23,Mismo Día,Crítica,Completado,824.85,Normal,132.68,Normal,16.09,Accesorios Plus 3,1,Tecnología,Accesorios,Altura
C0145,Constanza López,2021-01-17,917,Corporativo,87,Web,Centro,Metropolitana,2024-06-02,ORD-2023-00135,2023-07-23,Mismo Día,Crítica,Completado,2386.7,Normal,495.95,Normal,20.78,Computadores Plus 6,5,Tecnología,Computadores,Lumen
C0134,Felipe Martínez,2024-06-30,-394,Corporativo,93,Correo,Centro,Maule,2024-10-11,ORD-2023-00136,2023-06-02,Estándar,Media,Completado,59.19,Normal,23.06,Normal,38.96,Archivadores Eco 9,8,Oficina,Archivadores,Orion
C0134,Felipe Martínez,2024-06-30,-394,Corporativo,93,Correo,Centro,Maule,2024-10-11,ORD-2023-00136,2023-06-02,Estándar,Crítica,Completado,3436.7,Normal,800.75,Normal,23.3,Computadores Plus 5,5,Tecnología,Computadores,Orion
C0134,Felipe Martínez,2024-06-30,-394,Corporativo,93,Correo,Centro,Maule,2024-10-11,ORD-2023-00136,2023-06-02,Estándar,Alta,Completado,1701.4,Normal,554.16,Normal,32.57,Teléfonos Plus 7,7,Tecnología,Teléfonos,Alerce
C0134,Felipe Martínez,2024-06-30,-394,Corporativo,93,Correo,Centro,Maule,2024-10-11,ORD-2023-00136,2023-06-02,Estándar,Media,Completado,576.13,Normal,87.74,Normal,15.23,Archivadores Pro 4,4,Oficina,Archivadores,Alerce
C0015,Pedro Hernández,2022-06-24,488,Consumidor,74,App,Centro,Maule,2024-04-30,ORD-2023-00137,2023-10-25,Primera Clase,Alta,Cancelado,386.21,Normal,48.87,Normal,12.65,Teléfonos Plus 1,1,Tecnología,Teléfonos,Lumen
C0015,Pedro Hernández,2022-06-24,488,Consumidor,74,App,Centro,Maule,2024-04-30,ORD-2023-00137,2023-10-25,Primera Clase,Crítica,Cancelado,2334.95,Normal,701.79,Normal,30.06,Papelería Plus 9,7,Oficina,Papelería,Vector
C0015,Pedro Hernández,2022-06-24,488,Consumidor,74,App,Centro,Maule,2024-04-30,ORD-2023-00137,2023-10-25,Primera Clase,Baja,Cancelado,2636.25,Normal,1214.65,Normal,46.07,Archivadores Plus 5,5,Oficina,Archivadores,Altura
C0015,Pedro Hernández,2022-06-24,488,Consumidor,74,App,Centro,Maule,2024-04-30,ORD-2023-00137,2023-10-25,Primera Clase,Alta,Cancelado,1784.61,Normal,924.23,Normal,51.79,Accesorios Nova 7,6,Tecnología,Accesorios,Alerce
C0024,Catalina Muñoz,2021-05-19,597,Consumidor,52,Web,Norte,Coquimbo,2024-08-26,ORD-2023-00138,2023-01-06,Mismo Día,Crítica,Completado,255.85,Normal,92.47,Normal,36.14,Teléfonos Plus 7,1,Tecnología,Teléfonos,Alerce
C0024,Catalina Muñoz,2021-05-19,597,Consumidor,52,Web,Norte,Coquimbo,2024-08-26,ORD-2023-00138,2023-01-06,Mismo Día,Alta,Completado,2966.33,Normal,531.03,Normal,17.9,Sobres Plus 10,6,Oficina,Sobres,Altura
C0024,Catalina Muñoz,2021-05-19,597,Consumidor,52,Web,Norte,Coquimbo,2024-08-26,ORD-2023-00138,2023-01-06,Mismo Día,Alta,Completado,3607.03,Normal,1141.63,Normal,31.65,Archivadores Flex 1,7,Oficina,Archivadores,Alerce
C0023,Ana Espinoza,2022-04-17,389,Home Office,10,App,Norte,Antofagasta,2024-12-07,ORD-2023-00139,2023-05-11,Primera Clase,Crítica,Enviado,3483.86,Normal,1055.98,Normal,30.31,Sobres Flex 6,5,Oficina,Sobres,Patagonia
C0023,Ana Espinoza,2022-04-17,389,Home Office,10,App,Norte,Antofagasta,2024-12-07,ORD-2023-00139,2023-05-11,Primera Clase,Crítica,Enviado,336.27,Normal,71.96,Normal,21.4,Sobres Pro 5,3,Oficina,Sobres,Alerce
C0023,Ana Espinoza,2022-04-17,389,Home Office,10,App,Norte,Antofagasta,2024-12-07,ORD-2023-00139,2023-05-11,Primera Clase,Media,Enviado,491.21,Normal,35.24,Normal,7.17,Archivadores Nova 8,3,Oficina,Archivadores,Lumen
C0028,Benjamín Muñoz,2024-08-31,-373,Home Office,17,Web,Austral,Magallanes,2024-06-08,ORD-2023-00140,2023-08-24,Mismo Día,Crítica,Completado,1054.96,Normal,365.12,Normal,34.61,Sobres Pro 5,8,Oficina,Sobres,Alerce
C0235,María Hernández,2022-08-24,634,Consumidor,15,App,Austral,Aysén,2024-12-11,ORD-2023-00141,2024-05-19,Estándar,Alta,Enviado,198.4,Normal,104.9,Normal,52.87,Computadores Flex 7,5,Tecnología,Computadores,Alerce
C0289,Vicente Martínez,2021-09-07,1160,Corporativo,60,No Especificado,Norte,Coquimbo,2024-06-23,ORD-2023-00142,2024-11-10,Segunda Clase,Baja,Completado,5788.72,Normal,1737.12,Normal,30.01,Periféricos Eco 2,8,Tecnología,Periféricos,Vector
C0146,Javiera Silva,2022-12-23,706,Home Office,91,App,Austral,Aysén,2024-03-14,ORD-2023-00143,2024-11-28,Estándar,Crítica,Completado,494.39,Normal,249.32,Normal,50.43,Teléfonos Flex 10,1,Tecnología,Teléfonos,Lumen
C0146,Javiera Silva,2022-12-23,706,Home Office,91,App,Austral,Aysén,2024-03-14,ORD-2023-00143,2024-11-28,Estándar,Baja,Completado,690.4,Normal,242.8,Normal,35.17,Mesas Smart 9,5,Muebles,Mesas,Andes
C0146,Javiera Silva,2022-12-23,706,Home Office,91,App,Austral,Aysén,2024-03-14,ORD-2023-00143,2024-11-28,Estándar,Media,Completado,5005.62,Normal,2035.05,Ganancia Atípica,40.66,Papelería Flex 4,8,Oficina,Papelería,Altura
C0109,Martina Castillo,2022-08-20,183,Corporativo,39,Web,Norte,Coquimbo,2024-02-21,ORD-2023-00144,2023-02-19,Estándar,Media,Completado,6219.64,Normal,1477.21,Normal,23.75,Almacenamiento Flex 1,7,Muebles,Almacenamiento,Patagonia
C0123,Felipe Díaz,2024-07-14,229,Consumidor,100,App,Sur,Los Lagos,2025-01-30,ORD-2023-00145,2025-02-28,Segunda Clase,Crítica,Enviado,866.94,Normal,394.29,Normal,45.48,Periféricos Nova 7,3,Tecnología,Periféricos,Orion
C0123,Felipe Díaz,2024-07-14,229,Consumidor,100,App,Sur,Los Lagos,2025-01-30,ORD-2023-00145,2025-02-28,Segunda Clase,Baja,Enviado,2636.25,Normal,1214.65,Normal,46.07,Archivadores Plus 5,5,Oficina,Archivadores,Altura
C0123,Felipe Díaz,2024-07-14,229,Consumidor,100,App,Sur,Los Lagos,2025-01-30,ORD-2023-00145,2025-02-28,Segunda Clase,Crítica,Enviado,441.47,Normal,186.8,Normal,42.31,Etiquetas Pro 7,6,Oficina,Etiquetas,Orion
C0123,Felipe Díaz,2024-07-14,229,Consumidor,100,App,Sur,Los Lagos,2025-01-30,ORD-2023-00145,2025-02-28,Segunda Clase,Crítica,Enviado,3501.44,Normal,1326.17,Normal,37.87,Libreros Plus 1,5,Muebles,Libreros,Altura
C0189,Camila Sepúlveda,2021-10-09,1077,Consumidor,47,Teléfono,Centro,Maule,2024-01-24,ORD-2023-00146,2024-09-20,Primera Clase,Baja,Completado,111.07,Normal,3.42,Normal,3.08,Papelería Pro 3,3,Oficina,Papelería,Altura
C0189,Camila Sepúlveda,2021-10-09,1077,Consumidor,47,Teléfono,Centro,Maule,2024-01-24,ORD-2023-00146,2024-09-20,Primera Clase,Crítica,Completado,2617.09,Normal,724.58,Normal,27.69,Periféricos Nova 8,8,Tecnología,Periféricos,Andes
C0154,Ana Castillo,2022-11-03,211,Home Office,92,App,Sur,Los Ríos,2024-02-10,ORD-2023-00147,2023-06-02,Segunda Clase,Baja,Completado,408.92,Normal,158.59,Normal,38.78,Periféricos Nova 8,1,Tecnología,Periféricos,Andes
C0154,Ana Castillo,2022-11-03,211,Home Office,92,App,Sur,Los Ríos,2024-02-10,ORD-2023-00147,2023-06-02,Segunda Clase,Alta,Completado,2015.16,Normal,873.14,Normal,43.33,Libreros Smart 6,7,Muebles,Libreros,Lumen
C0154,Ana Castillo,2022-11-03,211,Home Office,92,App,Sur,Los Ríos,2024-02-10,ORD-2023-00147,2023-06-02,Segunda Clase,Baja,Completado,424.35,Normal,198.85,Normal,46.86,Sillas Pro 6,5,Muebles,Sillas,Nova
C0154,Ana Castillo,2022-11-03,211,Home Office,92,App,Sur,Los Ríos,2024-02-10,ORD-2023-00147,2023-06-02,Segunda Clase,Crítica,Completado,5588.0,Normal,1463.2,Normal,26.18,Teléfonos Plus 5,8,Tecnología,Teléfonos,Nova
C0024,Catalina Muñoz,2021-05-19,677,Consumidor,52,Web,Norte,Coquimbo,2024-08-26,ORD-2023-00148,2023-03-27,Mismo Día,Media,Completado,3362.22,Normal,1342.75,Normal,39.94,Almacenamiento Plus 10,5,Muebles,Almacenamiento,Patagonia
C0024,Catalina Muñoz,2021-05-19,677,Consumidor,52,Web,Norte,Coquimbo,2024-08-26,ORD-2023-00148,2023-03-27,Mismo Día,Alta,Completado,1386.39,Normal,663.93,Normal,47.89,Computadores Pro 8,3,Tecnología,Computadores,Lumen
C0024,Catalina Muñoz,2021-05-19,677,Consumidor,52,Web,Norte,Coquimbo,2024-08-26,ORD-2023-00148,2023-03-27,Mismo Día,Baja,Completado,725.84,Normal,270.92,Normal,37.33,Sobres Pro 2,2,Oficina,Sobres,Orion
C0024,Catalina Muñoz,2021-05-19,677,Consumidor,52,Web,Norte,Coquimbo,2024-08-26,ORD-2023-00148,2023-03-27,Mismo Día,Crítica,Completado,189.76,Normal,72.52,Normal,38.22,Mesas Smart 1,2,Muebles,Mesas,Orion
C0236,Fernanda Sepúlveda,2023-03-27,623,Home Office,42,Correo,Centro,Maule,2025-02-16,ORD-2023-00149,2024-12-09,Mismo Día,Media,Devuelto,2212.06,Normal,629.93,Normal,28.48,Papelería Plus 9,7,Oficina,Papelería,Vector
C0236,Fernanda Sepúlveda,2023-03-27,623,Home Office,42,Correo,Centro,Maule,2025-02-16,ORD-2023-00149,2024-12-09,Mismo Día,Media,Devuelto,40.24,Normal,16.56,Normal,41.15,Accesorios Smart 2,4,Tecnología,Accesorios,Vector
C0236,Fernanda Sepúlveda,2023-03-27,623,Home Office,42,Correo,Centro,Maule,2025-02-16,ORD-2023-00149,2024-12-09,Mismo Día,Media,Devuelto,57.3,Normal,22.39,Normal,39.08,Etiquetas Nova 10,1,Oficina,Etiquetas,Orion
C0124,Tomás González,2023-04-16,341,Home Office,38,Web,Sur,Los Ríos,2025-02-23,ORD-2023-00150,2024-03-22,Segunda Clase,Baja,Enviado,84.56,Normal,44.56,Normal,52.7,Archivadores Eco 9,8,Oficina,Archivadores,Orion
C0124,Tomás González,2023-04-16,341,Home Office,38,Web,Sur,Los Ríos,2025-02-23,ORD-2023-00150,2024-03-22,Segunda Clase,Crítica,Enviado,2095.5,Normal,548.7,Normal,26.18,Teléfonos Plus 5,3,Tecnología,Teléfonos,Nova
C0124,Tomás González,2023-04-16,341,Home Office,38,Web,Sur,Los Ríos,2025-02-23,ORD-2023-00150,2024-03-22,Segunda Clase,Media,Enviado,1995.84,Normal,522.48,Normal,26.18,Libreros Smart 3,8,Muebles,Libreros,Vector
C0104,Felipe Rojas,2024-07-13,-258,Home Office,29,Web,Norte,Coquimbo,2024-01-17,ORD-2023-00151,2023-10-29,Primera Clase,Alta,Completado,4594.58,Normal,879.73,Normal,19.15,Papelería Smart 1,7,Oficina,Papelería,Altura
C0019,Matías Torres,2023-12-27,139,Consumidor,26,App,Austral,Aysén,2024-10-20,ORD-2023-00152,2024-05-14,Mismo Día,Baja,Completado,510.74,Normal,91.72,Normal,17.96,Libreros Pro 8,1,Muebles,Libreros,Lumen
C0138,Gabriel Muñoz,2023-01-05,659,Corporativo,65,Teléfono,Austral,Magallanes,2024-09-25,ORD-2023-00153,2024-10-25,Primera Clase,Crítica,Completado,2344.3,Normal,265.43,Normal,11.32,Accesorios Plus 3,3,Tecnología,Accesorios,Altura
C0138,Gabriel Muñoz,2023-01-05,659,Corporativo,65,Teléfono,Austral,Magallanes,2024-09-25,ORD-2023-00153,2024-10-25,Primera Clase,Alta,Completado,4065.24,Normal,931.47,Normal,22.91,Sillas Eco 5,8,Muebles,Sillas,Lumen
C0138,Gabriel Muñoz,2023-01-05,659,Corporativo,65,Teléfono,Austral,Magallanes,2024-09-25,ORD-2023-00153,2024-10-25,Primera Clase,Crítica,Completado,1856.4,Normal,523.44,Normal,28.2,Sobres Nova 8,8,Oficina,Sobres,Alerce
C0138,Gabriel Muñoz,2023-01-05,659,Corporativo,65,Teléfono,Austral,Magallanes,2024-09-25,ORD-2023-00153,2024-10-25,Primera Clase,Media,Completado,346.58,Normal,-36.81,Normal,-10.62,Mesas Eco 4,6,Muebles,Mesas,Altura
C0107,Matías Díaz,2024-07-05,-262,Consumidor,43,App,Austral,Magallanes,2024-01-09,ORD-2023-00154,2023-10-17,Segunda Clase,Crítica,Completado,6355.2,Venta Extraordinaria,2823.92,Ganancia Atípica,44.43,Computadores Plus 1,8,Tecnología,Computadores,Andes
C0107,Matías Díaz,2024-07-05,-262,Consumidor,43,App,Austral,Magallanes,2024-01-09,ORD-2023-00154,2023-10-17,Segunda Clase,Baja,Completado,901.02,Normal,144.3,Normal,16.02,Periféricos Nova 9,4,Tecnología,Periféricos,Vector
C0184,Fernanda Soto,2022-10-01,359,Corporativo,82,Teléfono,Norte,Coquimbo,2025-02-15,ORD-2023-00155,2023-09-25,Estándar,Baja,Completado,5099.85,Normal,1963.01,Normal,38.49,Sillas Plus 4,7,Muebles,Sillas,Orion
C0288,Martina Contreras,2023-09-29,-42,Home Office,71,Teléfono,Centro,Metropolitana,2025-03-05,ORD-2023-00156,2023-08-18,Estándar,Crítica,Enviado,395.61,Normal,136.92,Normal,34.61,Sobres Pro 5,3,Oficina,Sobres,Alerce
C0288,Martina Contreras,2023-09-29,-42,Home Office,71,Teléfono,Centro,Metropolitana,2025-03-05,ORD-2023-00156,2023-08-18,Estándar,Baja,Enviado,4308.8,Normal,1559.76,Normal,36.2,Etiquetas Nova 3,8,Oficina,Etiquetas,Alerce
C0288,Martina Contreras,2023-09-29,-42,Home Office,71,Teléfono,Centro,Metropolitana,2025-03-05,ORD-2023-00156,2023-08-18,Estándar,Baja,Enviado,224.57,Normal,106.1,Normal,47.25,Etiquetas Eco 6,1,Oficina,Etiquetas,Vector
C0106,Paula Hernández,2022-09-01,492,Corporativo,49,Correo,Centro,Maule,2024-11-10,ORD-2023-00157,2024-01-06,Mismo Día,Baja,Completado,2521.39,Normal,994.16,Normal,39.43,Teléfonos Flex 10,6,Tecnología,Teléfonos,Lumen
C0104,Felipe Rojas,2024-07-13,-110,Home Office,29,Web,Norte,Coquimbo,2024-01-17,ORD-2023-00158,2024-03-25,Mismo Día,Crítica,Completado,1286.37,Normal,647.94,Normal,50.37,Libreros Pro 5,3,Muebles,Libreros,Nova
C0104,Felipe Rojas,2024-07-13,-110,Home Office,29,Web,Norte,Coquimbo,2024-01-17,ORD-2023-00158,2024-03-25,Mismo Día,Crítica,Completado,2791.32,Normal,708.24,Normal,25.37,Sillas Plus 7,4,Muebles,Sillas,Andes
C0104,Felipe Rojas,2024-07-13,-110,Home Office,29,Web,Norte,Coquimbo,2024-01-17,ORD-2023-00158,2024-03-25,Mismo Día,Crítica,Completado,2314.84,Normal,772.16,Normal,33.36,Etiquetas Eco 1,4,Oficina,Etiquetas,Nova
C0210,Diego López,2024-05-03,-19,Consumidor,49,Web,Austral,Aysén,2024-10-06,ORD-2023-00159,2024-04-14,Estándar,Alta,Completado,10.57,Normal,5.57,Normal,52.7,Archivadores Eco 9,1,Oficina,Archivadores,Orion
C0210,Diego López,2024-05-03,-19,Consumidor,49,Web,Austral,Aysén,2024-10-06,ORD-2023-00159,2024-04-14,Estándar,Baja,Completado,1185.96,Normal,104.87,Normal,8.84,Mesas Nova 2,3,Muebles,Mesas,Lumen
C0078,Ignacio Flores,2023-03-18,512,Consumidor,20,Web,Austral,Magallanes,2024-03-10,ORD-2023-00160,2024-08-11,Primera Clase,Baja,Devuelto,229.92,Normal,77.08,Normal,33.52,Sobres Pro 4,5,Oficina,Sobres,Vector
C0078,Ignacio Flores,2023-03-18,512,Consumidor,20,Web,Austral,Magallanes,2024-03-10,ORD-2023-00160,2024-08-11,Primera Clase,Crítica,Devuelto,1122.85,Normal,530.5,Normal,47.25,Etiquetas Eco 6,5,Oficina,Etiquetas,Vector
C0078,Ignacio Flores,2023-03-18,512,Consumidor,20,Web,Austral,Magallanes,2024-03-10,ORD-2023-00160,2024-08-11,Primera Clase,Crítica,Devuelto,148.09,Normal,0.24,Normal,0.16,Papelería Pro 3,4,Oficina,Papelería,Altura
C0078,Ignacio Flores,2023-03-18,512,Consumidor,20,Web,Austral,Magallanes,2024-03-10,ORD-2023-00160,2024-08-11,Primera Clase,Alta,Devuelto,189.43,Normal,39.69,Normal,20.95,Archivadores Smart 10,4,Oficina,Archivadores,Andes
C0200,Fernanda Pérez,2021-05-20,1333,Corporativo,66,Correo,Centro,Metropolitana,2024-09-12,ORD-2023-00161,2025-01-12,Primera Clase,Media,Completado,1529.36,Normal,627.51,Normal,41.03,Libreros Smart 6,5,Muebles,Libreros,Lumen
C0012,Sofía Soto,2023-05-15,-106,Home Office,59,Web,Norte,Tarapacá,2024-09-01,ORD-2023-00162,2023-01-29,Primera Clase,Alta,Completado,857.58,Normal,431.96,Normal,50.37,Libreros Pro 5,2,Muebles,Libreros,Nova
C0012,Sofía Soto,2023-05-15,-106,Home Office,59,Web,Norte,Tarapacá,2024-09-01,ORD-2023-00162,2023-01-29,Primera Clase,Baja,Completado,4922.76,Normal,1875.9,Normal,38.11,Papelería Smart 1,6,Oficina,Papelería,Altura
C0012,Sofía Soto,2023-05-15,-106,Home Office,59,Web,Norte,Tarapacá,2024-09-01,ORD-2023-00162,2023-01-29,Primera Clase,Media,Completado,1175.35,Normal,271.75,Normal,23.12,Mesas Nova 8,5,Muebles,Mesas,Andes
C0012,Sofía Soto,2023-05-15,-106,Home Office,59,Web,Norte,Tarapacá,2024-09-01,ORD-2023-00162,2023-01-29,Primera Clase,Media,Completado,2057.68,Normal,516.85,Normal,25.12,Etiquetas Nova 4,4,Oficina,Etiquetas,Altura
C0194,Gabriel Castillo,2023-01-12,521,Corporativo,65,Web,Sur,Los Lagos,2024-10-23,ORD-2023-00163,2024-06-16,Segunda Clase,Crítica,Completado,276.16,Normal,97.12,Normal,35.17,Mesas Smart 9,2,Muebles,Mesas,Andes
C0194,Gabriel Castillo,2023-01-12,521,Corporativo,65,Web,Sur,Los Lagos,2024-10-23,ORD-2023-00163,2024-06-16,Segunda Clase,Media,Completado,1103.46,Normal,380.2,Normal,34.46,Teléfonos Plus 1,2,Tecnología,Teléfonos,Lumen
C0194,Gabriel Castillo,2023-01-12,521,Corporativo,65,Web,Sur,Los Lagos,2024-10-23,ORD-2023-00163,2024-06-16,Segunda Clase,Crítica,Completado,2451.01,Normal,773.29,Normal,31.55,Libreros Plus 1,4,Muebles,Libreros,Altura
C0287,Felipe Contreras,2022-07-26,690,Consumidor,38,Teléfono,Norte,Coquimbo,2024-08-11,ORD-2023-00164,2024-06-15,Mismo Día,Media,Completado,1260.28,Normal,373.38,Normal,29.63,Archivadores Pro 4,7,Oficina,Archivadores,Alerce
C0287,Felipe Contreras,2022-07-26,690,Consumidor,38,Teléfono,Norte,Coquimbo,2024-08-11,ORD-2023-00164,2024-06-15,Mismo Día,Baja,Completado,1995.84,Normal,522.48,Normal,26.18,Libreros Smart 3,8,Muebles,Libreros,Vector
C0287,Felipe Contreras,2022-07-26,690,Consumidor,38,Teléfono,Norte,Coquimbo,2024-08-11,ORD-2023-00164,2024-06-15,Mismo Día,Media,Completado,983.14,Normal,60.39,Normal,6.14,Papelería Plus 9,4,Oficina,Papelería,Vector
C0287,Felipe Contreras,2022-07-26,690,Consumidor,38,Teléfono,Norte,Coquimbo,2024-08-11,ORD-2023-00164,2024-06-15,Mismo Día,Crítica,Completado,4133.88,Normal,1565.28,Normal,37.86,Almacenamiento Nova 2,6,Muebles,Almacenamiento,Patagonia
C0057,Luis Fuentes,2023-12-01,-211,Consumidor,56,App,Sur,Los Lagos,2024-09-07,ORD-2023-00165,2023-05-04,Segunda Clase,Baja,Completado,4006.85,Normal,1460.06,Normal,36.44,Periféricos Eco 10,6,Tecnología,Periféricos,Andes
C0057,Luis Fuentes,2023-12-01,-211,Consumidor,56,App,Sur,Los Lagos,2024-09-07,ORD-2023-00165,2023-05-04,Segunda Clase,Crítica,Completado,1286.07,Normal,467.22,Normal,36.33,Etiquetas Pro 2,3,Oficina,Etiquetas,Vector
C0057,Luis Fuentes,2023-12-01,-211,Consumidor,56,App,Sur,Los Lagos,2024-09-07,ORD-2023-00165,2023-05-04,Segunda Clase,Crítica,Completado,1408.9,Normal,708.81,Normal,50.31,Accesorios Nova 7,5,Tecnología,Accesorios,Alerce
C0002,Valentina Muñoz,2023-07-30,-85,Home Office,58,Web,Austral,Aysén,2024-06-21,ORD-2023-00166,2023-05-06,Primera Clase,Media,Completado,3716.11,Normal,815.02,Normal,21.93,Sobres Flex 6,6,Oficina,Sobres,Patagonia
C0002,Valentina Muñoz,2023-07-30,-85,Home Office,58,Web,Austral,Aysén,2024-06-21,ORD-2023-00166,2023-05-06,Primera Clase,Crítica,Completado,491.21,Normal,-24.41,Normal,-4.97,Archivadores Nova 8,3,Oficina,Archivadores,Lumen
C0002,Valentina Muñoz,2023-07-30,-85,Home Office,58,Web,Austral,Aysén,2024-06-21,ORD-2023-00166,2023-05-06,Primera Clase,Crítica,Completado,2966.34,Normal,1495.92,Normal,50.43,Teléfonos Flex 10,6,Tecnología,Teléfonos,Lumen
C0002,Valentina Muñoz,2023-07-30,-85,Home Office,58,Web,Austral,Aysén,2024-06-21,ORD-2023-00166,2023-05-06,Primera Clase,Baja,Completado,773.22,Normal,266.3,Normal,34.44,Sillas Nova 10,4,Muebles,Sillas,Lumen
C0227,Diego Díaz,2022-05-04,995,Consumidor,91,Correo,Sur,Los Ríos,2024-09-06,ORD-2023-00167,2025-01-23,Estándar,Baja,Enviado,1377.96,Normal,521.76,Normal,37.86,Almacenamiento Nova 2,2,Muebles,Almacenamiento,Patagonia
C0227,Diego Díaz,2022-05-04,995,Consumidor,91,Correo,Sur,Los Ríos,2024-09-06,ORD-2023-00167,2025-01-23,Estándar,Baja,Enviado,489.33,Normal,8.95,Normal,1.83,Almacenamiento Eco 3,4,Muebles,Almacenamiento,Orion
C0227,Diego Díaz,2022-05-04,995,Consumidor,91,Correo,Sur,Los Ríos,2024-09-06,ORD-2023-00167,2025-01-23,Estándar,Media,Enviado,2337.9,Normal,1189.8,Normal,50.89,Teléfonos Pro 6,3,Tecnología,Teléfonos,Orion
C0126,Jorge Hernández,2021-10-24,1283,Home Office,34,Correo,Centro,Valparaíso,2025-03-24,ORD-2023-00168,2025-04-29,Estándar,Baja,Completado,345.9,Normal,-53.26,Normal,-15.4,Mesas Nova 2,1,Muebles,Mesas,Lumen
C0126,Jorge Hernández,2021-10-24,1283,Home Office,34,Correo,Centro,Valparaíso,2025-03-24,ORD-2023-00168,2025-04-29,Estándar,Alta,Completado,5099.85,Normal,1963.01,Normal,38.49,Sillas Plus 4,7,Muebles,Sillas,Orion
C0126,Jorge Hernández,2021-10-24,1283,Home Office,34,Correo,Centro,Valparaíso,2025-03-24,ORD-2023-00168,2025-04-29,Estándar,Baja,Completado,1445.6,Normal,385.85,Normal,26.69,Sillas Smart 9,5,Muebles,Sillas,Orion
C0278,Fernanda Castillo,2021-11-29,570,Corporativo,88,Correo,Sur,Los Lagos,2025-03-03,ORD-2023-00169,2023-06-22,Segunda Clase,Alta,Enviado,2221.11,Normal,644.4,Normal,29.01,Papelería Flex 7,3,Oficina,Papelería,Andes
C0278,Fernanda Castillo,2021-11-29,570,Corporativo,88,Correo,Sur,Los Lagos,2025-03-03,ORD-2023-00169,2023-06-22,Segunda Clase,Baja,Enviado,807.35,Normal,404.48,Normal,50.1,Computadores Nova 4,1,Tecnología,Computadores,Vector
C0278,Fernanda Castillo,2021-11-29,570,Corporativo,88,Correo,Sur,Los Lagos,2025-03-03,ORD-2023-00169,2023-06-22,Segunda Clase,Alta,Enviado,370.85,Normal,54.56,Normal,14.71,Sillas Eco 1,3,Muebles,Sillas,Vector
